YYYY,MM,DD,HH,tropozone,flux,peak,tp,fire
2010.00,5.00000,19.0000,0.00000,5.77875e+17,5.65716e+15,5.80000,11.1060,0.00000
2010.00,6.00000,2.00000,0.00000,6.57797e+17,1.06204e+16,8.50000,12.2630,0.00000
2010.00,7.00000,7.00000,0.00000,6.54706e+17,1.05132e+16,8.22000,10.3000,0.00000
2010.00,7.00000,28.0000,0.00000,7.20678e+17,9.01890e+15,10.7200,11.2330,0.00000
2010.00,10.0000,14.0000,0.00000,7.65132e+17,1.50546e+16,4.88000,11.4030,0.00000
2010.00,10.0000,20.0000,0.00000,1.02726e+18,1.29108e+16,6.84000,12.1810,0.00000
2010.00,10.0000,27.0000,0.00000,7.86796e+17,1.81114e+16,6.00000,10.9960,1.00000
2010.00,11.0000,3.00000,0.00000,6.13391e+17,1.94767e+16,4.72000,10.1140,0.00000
2010.00,11.0000,17.0000,0.00000,7.59542e+17,9.74660e+15,6.82000,11.5700,0.00000
2010.00,11.0000,24.0000,0.00000,7.49733e+17,7.72814e+15,6.58000,12.0570,0.00000
2010.00,12.0000,1.00000,0.00000,6.65186e+17,1.24428e+16,7.56000,10.7630,0.00000
2010.00,12.0000,14.0000,0.00000,6.65264e+17,4.79672e+15,8.82000,11.0330,0.00000
2011.00,1.00000,6.00000,0.00000,7.89839e+17,2.66027e+16,7.30000,13.7850,0.00000
2011.00,1.00000,10.0000,0.00000,6.98089e+17,4.29080e+15,8.00000,14.7130,0.00000
2011.00,1.00000,25.0000,0.00000,7.03173e+17,7.09120e+15,11.0000,16.0960,0.00000
2011.00,2.00000,9.00000,0.00000,6.61164e+17,8.08342e+15,5.20000,15.3730,0.00000
2011.00,2.00000,15.0000,6.00000,1.13706e+18,8.99545e+15,4.58000,11.1010,0.00000
2011.00,2.00000,17.0000,6.00000,9.62330e+17,2.09283e+16,8.36000,13.9390,0.00000
2011.00,2.00000,23.0000,0.00000,7.11523e+17,2.03499e+16,8.52000,14.9360,0.00000
2011.00,3.00000,2.00000,0.00000,7.41677e+17,5.28431e+15,7.70000,14.2550,0.00000
2011.00,3.00000,9.00000,0.00000,7.30532e+17,3.64177e+16,7.74000,15.1280,0.00000
2011.00,3.00000,16.0000,0.00000,7.51136e+17,-3.30282e+15,4.38000,13.6880,0.00000
2011.00,3.00000,23.0000,0.00000,8.07029e+17,1.76101e+16,4.34000,11.6820,0.00000
2011.00,4.00000,20.0000,0.00000,6.61956e+17,3.24795e+15,6.28000,11.7260,0.00000
2011.00,5.00000,11.0000,0.00000,6.03360e+17,4.62603e+16,8.28000,9.09800,0.00000
2011.00,7.00000,13.0000,6.00000,6.78760e+17,1.88164e+16,6.50000,10.6890,0.00000
2011.00,8.00000,24.0000,0.00000,1.01494e+18,6.70346e+15,10.0800,13.6820,0.00000
2011.00,9.00000,15.0000,6.00000,9.58098e+17,1.97690e+16,4.96000,11.4490,0.00000
2011.00,10.0000,25.0000,0.00000,7.22213e+17,1.67755e+16,8.20000,10.7910,1.00000
2011.00,12.0000,7.00000,0.00000,7.65321e+17,1.06566e+16,8.76000,11.6350,0.00000
2011.00,12.0000,14.0000,0.00000,6.44654e+17,8.08245e+15,6.72000,10.3450,0.00000
2012.00,1.00000,13.0000,0.00000,6.30824e+17,3.60726e+16,11.6400,12.1510,0.00000
2012.00,2.00000,15.0000,0.00000,6.60561e+17,6.81195e+15,8.56000,12.1650,0.00000
2012.00,2.00000,23.0000,0.00000,9.87027e+17,1.59185e+16,8.50000,14.3760,0.00000
2012.00,3.00000,14.0000,0.00000,8.30135e+17,3.43222e+16,9.10000,13.5440,0.00000
2012.00,3.00000,20.0000,0.00000,8.34224e+17,1.63468e+16,6.96000,15.8320,0.00000
2012.00,3.00000,28.0000,0.00000,1.01498e+18,4.30916e+15,7.42000,14.1930,0.00000
2012.00,4.00000,4.00000,0.00000,8.01715e+17,9.86473e+15,4.06000,14.3240,0.00000
2012.00,4.00000,11.0000,0.00000,6.52871e+17,1.29679e+16,7.28000,12.6440,0.00000
2012.00,4.00000,19.0000,0.00000,7.27133e+17,3.60162e+15,8.14000,13.3260,0.00000
